[0.04, 0.045, 0.05, 0.0525, 0.062, 0.07166666666666667, 0.07428571428571429, 0.09125, 0.10111111111111111, 0.123, 0.161, 0.219, 0.285, 0.351, 0.456, 0.641, 0.99, 1.447, 2.004, 2.63, 3.169, 3.695, 4.231, 4.777, 5.312, 5.769, 6.105, 6.236, 6.329, 6.283, 6.364, 6.388, 6.513, 6.584, 6.73, 6.766, 6.615, 6.656, 6.711, 6.801, 6.774, 6.847, 6.872, 6.942, 6.94, 6.948, 7.279, 7.434, 7.455, 7.463, 7.561, 7.578, 7.593, 7.744, 7.733, 7.879, 7.769, 7.843, 7.912, 8.128, 8.242, 8.447, 8.532, 8.524, 8.617, 8.638, 8.674, 8.535, 8.441, 8.456, 8.567, 8.494, 8.532, 8.474, 8.48, 8.54, 8.582, 8.795, 9.006, 8.951, 8.789, 8.702, 8.725, 8.785, 8.915, 8.935, 9.137, 9.041, 9.084, 9.135, 9.331, 9.617, 9.661, 9.554, 9.487, 9.597, 9.462, 9.719, 9.733, 9.911, 9.884, 9.802, 9.943, 10.157, 10.207, 10.192, 10.294, 10.159, 10.087, 10.021, 10.138, 10.132, 10.166, 10.157, 10.391, 10.414, 10.424, 10.478, 10.629, 10.709, 10.774, 10.983, 11.019, 11.216, 11.185, 11.399, 11.603, 11.759, 12.004, 12.119, 12.146, 12.364, 12.591, 12.701, 12.752, 12.749, 12.865, 12.996, 13.051, 13.167, 13.365, 13.272, 13.287, 13.234, 13.328, 13.39, 13.359, 13.485, 13.581, 13.708, 13.779, 14.055, 14.258, 14.558, 14.681, 14.933, 15.289, 15.53, 15.833, 16.108, 16.368, 16.486, 16.634, 16.835, 17.287, 17.587, 17.722, 17.899, 17.975, 18.229, 18.354, 18.621, 18.863, 19.131, 19.103, 19.151, 19.426, 19.564, 19.861, 20.085, 20.435, 20.582, 20.533, 20.594, 20.707, 20.976, 20.99, 21.119, 21.013, 20.816, 20.714, 20.745, 20.882, 20.916, 20.985, 20.796, 20.803, 20.845, 20.945]
[0.05, 0.05, 0.07, 0.065, 0.062, 0.07, 0.07285714285714286, 0.08875, 0.11555555555555555, 0.155, 0.193, 0.28, 0.359, 0.534, 0.863, 1.295, 1.866, 2.47, 3.067, 3.602, 4.209, 4.751, 5.287, 5.794, 6.2, 6.407, 6.431, 6.439, 6.41, 6.462, 6.551, 6.603, 6.783, 6.82, 6.894, 6.967, 6.968, 7.041, 7.137, 7.24, 7.171, 7.236, 7.129, 7.092, 6.993, 6.977, 7.146, 7.164, 7.23, 7.177, 7.224, 7.161, 7.264, 7.318, 7.336, 7.364, 7.23, 7.319, 7.406, 7.485, 7.61, 7.732, 7.773, 7.879, 7.979, 8.114, 8.293, 8.274, 8.201, 8.268, 8.147, 8.193, 8.196, 8.166, 8.218, 8.165, 8.179, 8.319, 8.477, 8.533, 8.808, 8.733, 8.844, 8.896, 8.938, 9.039, 9.14, 9.194, 9.168, 9.277, 9.397, 9.586, 9.562, 9.732, 9.875, 10.001, 10.112, 10.075, 10.22, 10.051, 9.855, 9.991, 10.129, 10.227, 10.34, 10.361, 10.435, 10.577, 10.591, 10.759, 10.965, 11.019, 11.165, 11.164, 11.103, 11.188, 11.064, 11.157, 11.371, 11.561, 11.772, 11.778, 11.588, 11.639, 11.823, 11.916, 12.169, 12.31, 12.255, 12.468, 12.495, 12.694, 13.037, 13.149, 13.265, 13.379, 13.478, 13.523, 13.727, 13.625, 13.84, 14.011, 14.199, 14.393, 14.41, 14.525, 14.813, 14.96, 15.04, 15.295, 15.361, 15.379, 15.536, 15.646, 15.818, 15.9, 16.041, 16.369, 16.465, 16.713, 16.748, 16.799, 16.974, 17.137, 17.386, 17.716, 17.827, 17.801, 18.076, 18.205, 18.403, 18.81, 19.032, 19.177, 19.348, 19.423, 19.622, 19.842, 20.079, 20.393, 20.635, 20.859, 20.968, 21.299, 21.511, 21.76, 21.812, 22.025, 22.072, 22.152, 22.212, 22.186, 22.099, 22.08, 22.091, 22.145, 22.192, 22.226, 22.261]
[0.08, 0.055, 0.06333333333333334, 0.0575, 0.056, 0.06, 0.06285714285714286, 0.0675, 0.09111111111111111, 0.112, 0.156, 0.234, 0.377, 0.561, 0.948, 1.431, 1.999, 2.636, 3.183, 3.816, 4.31, 4.865, 5.346, 5.817, 6.141, 6.358, 6.494, 6.45, 6.55, 6.544, 6.629, 6.637, 6.771, 6.856, 6.863, 6.852, 6.852, 6.914, 7.01, 7.09, 7.264, 7.322, 7.276, 7.258, 7.277, 7.252, 7.277, 7.276, 7.352, 7.345, 7.414, 7.509, 7.542, 7.551, 7.495, 7.625, 7.588, 7.656, 7.657, 7.743, 7.673, 7.677, 7.726, 7.835, 8.012, 8.136, 8.318, 8.454, 8.49, 8.463, 8.517, 8.649, 8.863, 8.941, 8.794, 8.667, 8.776, 8.95, 8.919, 8.99, 9.067, 9.11, 8.966, 9.054, 9.136, 9.279, 9.152, 9.025, 9.097, 9.138, 9.1, 9.053, 9.047, 9.164, 9.38, 9.359, 9.445, 9.57, 9.684, 9.775, 9.849, 9.953, 10.123, 10.1, 10.022, 10.17, 10.29, 10.293, 10.441, 10.665, 10.834, 10.963, 11.104, 11.098, 11.234, 11.266, 11.35, 11.461, 11.266, 11.145, 11.201, 11.261, 11.276, 11.499, 11.557, 11.625, 11.736, 11.96, 12.249, 12.469, 12.559, 12.615, 12.605, 12.556, 12.74, 12.748, 12.936, 13.087, 13.177, 13.419, 13.476, 13.589, 13.781, 13.848, 13.971, 14.246, 14.167, 14.201, 14.239, 14.239, 14.567, 14.61, 14.731, 14.988, 15.148, 15.304, 15.544, 15.465, 15.621, 15.726, 15.571, 15.66, 15.657, 15.737, 15.912, 15.992, 16.126, 16.603, 16.895, 17.007, 17.336, 17.567, 18.017, 18.383, 18.488, 18.785, 18.975, 19.076, 19.266, 19.531, 19.839, 20.16, 20.263, 20.323, 20.578, 20.641, 20.788, 20.752, 20.762, 20.871, 20.754, 20.788, 20.85, 20.798, 20.709, 20.758, 20.721, 20.918, 20.946]
[0.02, 0.04, 0.043333333333333335, 0.0575, 0.056, 0.056666666666666664, 0.07142857142857142, 0.085, 0.10444444444444445, 0.122, 0.176, 0.218, 0.291, 0.41, 0.613, 0.938, 1.336, 1.883, 2.583, 3.277, 3.82, 4.404, 4.918, 5.391, 5.896, 6.332, 6.596, 6.666, 6.641, 6.621, 6.682, 6.733, 6.92, 7.048, 7.012, 6.986, 7.06, 7.164, 7.293, 7.324, 7.313, 7.221, 7.282, 7.266, 7.345, 7.405, 7.364, 7.398, 7.242, 7.289, 7.396, 7.543, 7.528, 7.4, 7.509, 7.412, 7.415, 7.368, 7.487, 7.525, 7.568, 7.622, 7.635, 7.872, 7.855, 8.036, 8.221, 8.341, 8.367, 8.379, 8.336, 8.463, 8.417, 8.478, 8.513, 8.441, 8.48, 8.494, 8.51, 8.608, 8.703, 8.699, 8.872, 8.983, 9.023, 9.137, 9.184, 9.201, 9.341, 9.326, 9.548, 9.544, 9.69, 9.65, 9.732, 9.811, 9.861, 10.08, 10.062, 10.052, 9.914, 10.038, 10.056, 10.252, 10.285, 10.35, 10.367, 10.401, 10.646, 10.799, 10.877, 10.985, 11.026, 11.056, 11.172, 11.21, 11.406, 11.583, 11.649, 11.886, 11.931, 11.976, 12.06, 12.257, 12.311, 12.542, 12.49, 12.479, 12.476, 12.599, 12.884, 12.967, 13.12, 13.254, 13.438, 13.548, 13.831, 13.822, 13.983, 13.919, 14.065, 14.312, 14.326, 14.36, 14.449, 14.41, 14.313, 14.635, 14.748, 15.07, 15.036, 15.096, 15.158, 15.273, 15.357, 15.543, 15.742, 15.824, 16.037, 16.029, 16.238, 16.328, 16.435, 16.618, 16.745, 16.876, 17.016, 17.137, 17.32, 17.543, 17.928, 18.188, 18.71, 18.907, 19.193, 19.634, 20.034, 20.443, 20.621, 20.882, 21.073, 21.239, 21.261, 21.444, 21.622, 21.5, 21.449, 21.399, 21.441, 21.461, 21.384, 21.476, 21.626, 21.605, 21.575, 21.707, 21.784, 21.854, 21.955]
[0.02, 0.045, 0.05333333333333334, 0.045, 0.048, 0.06333333333333334, 0.09, 0.1, 0.10666666666666667, 0.148, 0.191, 0.284, 0.421, 0.686, 1.124, 1.674, 2.202, 2.764, 3.334, 3.971, 4.647, 5.175, 5.678, 5.991, 6.278, 6.39, 6.498, 6.621, 6.701, 6.666, 6.652, 6.747, 6.74, 6.909, 6.879, 6.849, 6.896, 6.906, 7.007, 7.059, 7.032, 7.054, 7.102, 7.096, 7.208, 7.176, 7.169, 7.099, 7.036, 6.965, 7.048, 7.11, 7.28, 7.356, 7.255, 7.41, 7.516, 7.569, 7.628, 7.776, 7.81, 7.831, 7.881, 7.755, 7.801, 7.782, 7.684, 7.84, 7.857, 7.936, 7.939, 7.999, 7.89, 8.182, 8.245, 8.466, 8.763, 8.753, 8.791, 8.742, 8.824, 8.801, 8.767, 8.754, 8.885, 8.753, 8.635, 8.742, 8.916, 8.966, 9.06, 9.33, 9.628, 9.56, 9.559, 9.742, 9.779, 9.896, 9.747, 9.865, 9.948, 9.83, 9.916, 9.967, 10.091, 10.151, 10.204, 10.252, 10.558, 10.765, 10.877, 10.923, 10.996, 11.158, 11.321, 11.311, 11.457, 11.379, 11.326, 11.326, 11.506, 11.671, 11.569, 11.603, 11.658, 11.951, 12.238, 12.592, 12.706, 12.863, 12.835, 13.063, 13.352, 13.55, 13.62, 13.672, 13.588, 13.549, 13.745, 13.773, 14.044, 14.185, 14.402, 14.44, 14.669, 14.733, 14.925, 15.133, 15.293, 15.349, 15.311, 15.125, 15.056, 15.402, 15.414, 15.528, 15.623, 15.683, 15.775, 15.933, 16.014, 16.386, 16.53, 16.604, 16.753, 16.867, 17.089, 17.281, 17.535, 17.779, 18.066, 18.237, 18.418, 18.689, 18.882, 19.151, 19.32, 19.742, 19.825, 20.201, 20.32, 20.564, 20.747, 20.923, 21.142, 21.368, 21.549, 21.515, 21.684, 21.795, 21.923, 21.819, 21.984, 21.963, 22.088, 22.137, 22.228, 22.44, 22.493]
[0.05, 0.05, 0.05333333333333334, 0.07, 0.076, 0.08, 0.09571428571428571, 0.14, 0.2, 0.238, 0.332, 0.466, 0.694, 1.061, 1.587, 2.212, 2.82, 3.409, 3.965, 4.476, 5.074, 5.624, 6.175, 6.472, 6.633, 6.701, 6.751, 6.755, 6.875, 7.018, 6.902, 6.881, 6.874, 6.911, 6.818, 6.834, 6.802, 6.938, 6.964, 7.002, 7.086, 7.207, 7.199, 7.137, 7.413, 7.426, 7.499, 7.513, 7.487, 7.368, 7.452, 7.448, 7.512, 7.577, 7.452, 7.498, 7.555, 7.674, 7.71, 7.71, 7.744, 7.751, 7.692, 7.688, 7.707, 7.741, 7.834, 7.776, 7.884, 8.134, 8.148, 8.307, 8.375, 8.626, 8.782, 8.825, 8.794, 8.717, 8.694, 8.772, 8.85, 8.881, 8.954, 9.016, 9.134, 9.188, 9.404, 9.544, 9.685, 9.677, 9.847, 9.8, 9.814, 9.748, 9.773, 9.906, 9.971, 10.063, 10.201, 10.322, 10.239, 10.419, 10.485, 10.503, 10.522, 10.483, 10.373, 10.538, 10.37, 10.437, 10.593, 10.667, 10.839, 10.882, 10.916, 11.065, 11.194, 11.102, 11.255, 11.184, 11.235, 11.155, 11.222, 11.393, 11.238, 11.179, 11.361, 11.438, 11.581, 11.898, 12.256, 12.307, 12.457, 12.775, 13.144, 13.3, 13.413, 13.663, 13.673, 13.787, 13.601, 13.858, 13.837, 13.653, 13.922, 14.107, 14.24, 14.41, 14.675, 14.75, 14.95, 14.954, 15.309, 15.649, 15.572, 15.79, 15.984, 16.061, 16.164, 16.264, 16.343, 16.79, 16.874, 17.109, 17.469, 17.66, 17.739, 18.046, 18.309, 18.562, 18.985, 19.153, 19.42, 19.666, 19.792, 20.033, 20.33, 20.714, 20.918, 21.19, 21.31, 21.685, 21.793, 21.848, 22.167, 22.272, 22.344, 22.389, 22.53, 22.685, 22.78, 22.67, 22.709, 22.803, 22.807, 22.967, 23.067, 23.033, 23.227]
[0.02, 0.03, 0.04, 0.0425, 0.046, 0.06166666666666667, 0.07142857142857142, 0.08, 0.08666666666666667, 0.102, 0.134, 0.174, 0.268, 0.432, 0.65, 0.972, 1.541, 1.996, 2.514, 3.106, 3.711, 4.25, 4.901, 5.416, 5.884, 6.15, 6.201, 6.444, 6.622, 6.705, 6.765, 6.867, 6.817, 6.833, 6.807, 6.875, 6.99, 6.995, 6.945, 6.976, 6.955, 6.998, 7.12, 7.182, 7.281, 7.361, 7.327, 7.282, 7.343, 7.376, 7.41, 7.457, 7.444, 7.456, 7.423, 7.509, 7.627, 7.692, 7.808, 7.844, 7.91, 7.933, 7.908, 7.988, 8.021, 8.035, 7.945, 8.001, 8.08, 8.114, 8.196, 8.268, 8.373, 8.351, 8.479, 8.563, 8.755, 8.877, 8.829, 9.065, 8.985, 8.996, 8.995, 9.143, 9.247, 9.128, 9.043, 8.963, 9.071, 8.989, 9.014, 9.075, 9.184, 9.153, 9.05, 9.22, 9.337, 9.527, 9.699, 9.818, 9.968, 10.031, 9.963, 10.151, 10.316, 10.463, 10.58, 10.67, 10.559, 10.695, 10.747, 10.951, 11.149, 11.113, 11.145, 11.319, 11.388, 11.301, 11.557, 11.496, 11.558, 11.496, 11.521, 11.568, 11.599, 11.432, 11.431, 11.706, 11.649, 11.728, 11.901, 12.015, 12.301, 12.534, 12.78, 12.915, 12.982, 13.044, 13.233, 13.236, 13.265, 13.357, 13.343, 13.247, 13.355, 13.499, 13.832, 13.993, 14.059, 14.275, 14.587, 14.608, 14.62, 14.745, 14.761, 14.99, 14.804, 14.743, 14.879, 15.096, 15.046, 15.387, 15.655, 16.012, 16.169, 16.254, 16.636, 16.878, 17.059, 17.315, 17.592, 17.7, 17.852, 17.922, 18.07, 18.41, 18.573, 18.84, 19.108, 19.222, 19.579, 19.877, 20.046, 20.417, 20.579, 20.646, 20.77, 20.919, 20.959, 21.018, 20.976, 20.996, 20.972, 20.866, 21.071, 21.094, 21.121, 21.09, 21.173]
[0.03, 0.07, 0.07, 0.0775, 0.074, 0.08166666666666667, 0.09428571428571429, 0.1175, 0.13555555555555557, 0.177, 0.241, 0.298, 0.383, 0.562, 0.761, 1.194, 1.783, 2.312, 2.913, 3.494, 4.064, 4.657, 5.288, 5.911, 6.328, 6.575, 6.556, 6.722, 6.764, 6.882, 6.974, 6.995, 6.957, 6.789, 6.781, 6.748, 6.902, 6.844, 6.884, 6.892, 6.808, 6.828, 6.874, 6.951, 7.044, 7.132, 7.086, 7.162, 7.261, 7.285, 7.483, 7.501, 7.621, 7.695, 7.765, 7.692, 7.717, 7.797, 7.765, 7.842, 7.812, 7.845, 7.759, 7.834, 7.798, 7.894, 7.986, 8.008, 7.981, 7.927, 7.923, 8.219, 8.417, 8.438, 8.521, 8.619, 8.667, 8.615, 8.648, 8.739, 8.855, 8.798, 8.729, 8.783, 8.975, 8.972, 9.058, 9.249, 9.392, 9.325, 9.243, 9.177, 9.238, 9.118, 9.092, 9.221, 9.333, 9.391, 9.456, 9.549, 9.934, 9.975, 9.922, 10.18, 10.12, 10.029, 10.023, 10.115, 10.199, 10.338, 10.237, 10.441, 10.525, 10.515, 10.826, 10.943, 11.177, 11.121, 11.154, 11.307, 11.461, 11.623, 11.802, 11.946, 11.92, 12.241, 12.302, 12.478, 12.495, 12.563, 12.607, 12.753, 12.864, 12.889, 13.063, 12.946, 13.022, 13.079, 13.484, 13.564, 13.668, 13.785, 13.932, 14.011, 14.096, 14.446, 14.587, 14.633, 14.526, 14.604, 14.826, 14.735, 14.873, 15.253, 15.365, 15.505, 15.689, 16.037, 16.307, 16.622, 16.795, 16.9, 17.091, 17.148, 17.444, 17.525, 17.625, 17.792, 18.076, 18.261, 18.425, 18.814, 19.056, 19.392, 19.558, 19.896, 20.269, 20.525, 20.621, 20.969, 21.327, 21.69, 21.878, 21.918, 22.174, 22.35, 22.358, 22.508, 22.754, 22.776, 22.658, 22.495, 22.594, 22.738, 22.738, 22.699, 22.762, 22.802, 22.703]
[0.01, 0.04, 0.04666666666666667, 0.04, 0.052, 0.051666666666666666, 0.05, 0.05125, 0.058888888888888886, 0.068, 0.093, 0.104, 0.128, 0.156, 0.19, 0.271, 0.398, 0.572, 0.931, 1.479, 2.003, 2.532, 3.136, 3.778, 4.337, 4.856, 5.395, 5.97, 6.302, 6.463, 6.523, 6.704, 6.704, 6.804, 6.897, 6.973, 6.941, 6.813, 6.952, 6.885, 6.912, 6.883, 6.929, 6.901, 7.026, 7.157, 7.341, 7.563, 7.552, 7.687, 7.804, 7.912, 8.125, 8.038, 7.953, 7.864, 7.777, 7.729, 7.848, 7.907, 7.932, 7.89, 7.813, 8.032, 8.182, 8.25, 8.387, 8.407, 8.241, 8.249, 8.386, 8.403, 8.418, 8.359, 8.197, 8.139, 8.173, 8.248, 8.332, 8.376, 8.411, 8.531, 8.517, 8.585, 8.796, 9.082, 9.156, 9.098, 9.25, 9.289, 9.272, 9.435, 9.656, 9.762, 9.844, 9.826, 9.901, 10.096, 10.134, 10.186, 10.186, 10.128, 10.054, 10.213, 10.425, 10.484, 10.565, 10.721, 10.714, 10.785, 11.03, 11.026, 11.231, 11.294, 11.25, 11.318, 11.487, 11.566, 11.749, 11.893, 11.885, 12.074, 12.143, 12.096, 12.18, 12.451, 12.42, 12.405, 12.547, 12.654, 12.839, 12.985, 13.104, 13.264, 13.361, 13.304, 13.354, 13.506, 13.56, 13.715, 13.786, 14.013, 14.233, 14.406, 14.449, 14.653, 14.819, 14.843, 15.032, 15.158, 15.325, 15.353, 15.401, 15.615, 15.854, 16.077, 16.138, 16.354, 16.481, 16.577, 16.739, 17.011, 17.251, 17.299, 17.416, 17.432, 17.731, 18.033, 18.319, 18.605, 18.716, 18.814, 18.96, 19.202, 19.626, 19.863, 20.062, 20.308, 20.505, 20.898, 21.255, 21.507, 21.648, 21.952, 22.057, 22.319, 22.49, 22.652, 22.8, 22.647, 22.599, 22.619, 22.816, 22.727, 22.769, 22.803, 22.863, 22.777, 22.732]
[0.1, 0.07, 0.07333333333333333, 0.095, 0.114, 0.14833333333333334, 0.18285714285714286, 0.23125, 0.26, 0.316, 0.442, 0.614, 0.992, 1.584, 2.142, 2.678, 3.237, 3.806, 4.352, 4.876, 5.381, 5.907, 6.231, 6.264, 6.37, 6.453, 6.618, 6.744, 6.805, 6.864, 7.001, 6.971, 6.906, 6.88, 6.902, 6.76, 6.666, 6.733, 6.744, 6.79, 6.706, 6.728, 6.818, 7.02, 7.089, 7.351, 7.431, 7.35, 7.36, 7.493, 7.524, 7.571, 7.629, 7.596, 7.635, 7.596, 7.618, 7.542, 7.652, 7.528, 7.457, 7.462, 7.464, 7.614, 7.541, 7.632, 7.623, 7.775, 7.695, 7.804, 7.983, 8.155, 8.184, 8.096, 8.232, 8.174, 8.303, 8.283, 8.371, 8.478, 8.441, 8.41, 8.433, 8.545, 8.6, 8.82, 8.823, 8.921, 8.963, 8.957, 9.125, 9.179, 9.271, 9.269, 9.167, 9.087, 9.142, 9.307, 9.346, 9.37, 9.417, 9.432, 9.467, 9.602, 9.921, 10.072, 10.271, 10.322, 10.496, 10.716, 10.804, 11.046, 11.073, 11.14, 11.199, 11.236, 11.112, 11.186, 11.376, 11.556, 11.618, 11.711, 12.033, 12.161, 12.21, 12.314, 12.583, 12.681, 12.708, 12.693, 12.773, 12.811, 12.88, 12.788, 12.903, 12.965, 12.986, 13.119, 13.165, 13.151, 13.207, 13.372, 13.453, 13.88, 14.016, 14.188, 14.392, 14.543, 14.731, 14.901, 15.093, 15.195, 15.378, 15.205, 15.212, 15.3, 15.468, 15.528, 15.697, 15.925, 16.192, 16.319, 16.346, 16.717, 17.051, 17.383, 17.593, 17.838, 18.09, 18.174, 18.241, 18.543, 18.876, 19.021, 19.142, 19.378, 19.516, 19.922, 20.111, 20.461, 20.793, 20.926, 21.122, 21.367, 21.536, 21.579, 21.781, 21.751, 21.875, 21.916, 21.982, 22.061, 22.087, 22.185, 22.235, 22.321, 22.234, 22.317, 22.327]
