[0.08, 0.08, 0.07, 0.06, 0.056, 0.06, 0.07714285714285714, 0.09375, 0.11, 0.123, 0.14, 0.166, 0.207, 0.258, 0.3, 0.346, 0.377, 0.405, 0.445, 0.481, 0.546, 0.6, 0.631, 0.698, 0.786, 0.874, 0.998, 1.16, 1.302, 1.483, 1.657, 2.001, 2.403, 2.733, 3.2, 3.706, 4.233, 4.868, 5.267, 5.805, 6.37, 6.822, 7.217, 7.728, 8.078, 8.407, 8.769, 9.058, 9.616, 10.125, 10.666, 11.194, 11.868, 12.519, 13.045, 13.66, 14.23, 14.662, 15.097, 15.449, 15.555, 15.708, 15.71, 15.72, 15.725, 15.642, 15.547, 15.543, 15.493]
[0.07, 0.06, 0.056666666666666664, 0.05, 0.068, 0.08666666666666667, 0.09142857142857143, 0.09875, 0.10555555555555556, 0.117, 0.132, 0.15, 0.181, 0.211, 0.24, 0.324, 0.418, 0.502, 0.595, 0.732, 1.003, 1.408, 1.907, 2.373, 2.874, 3.447, 4.017, 4.612, 5.137, 5.673, 6.071, 6.336, 6.481, 6.661, 6.935, 7.088, 7.207, 7.303, 7.568, 7.717, 8.007, 8.291, 8.552, 9.004, 9.291, 9.653, 10.184, 10.688, 11.26, 11.909, 12.516, 13.049, 13.649, 14.108, 14.586, 14.894, 15.17, 15.436, 15.56, 15.603, 15.592, 15.637, 15.6, 15.609, 15.637, 15.721, 15.749, 15.732, 15.702]
[0.1, 0.1, 0.09666666666666666, 0.105, 0.114, 0.12666666666666668, 0.12571428571428572, 0.12875, 0.13555555555555557, 0.15, 0.165, 0.179, 0.182, 0.194, 0.188, 0.182, 0.179, 0.174, 0.164, 0.143, 0.125, 0.11, 0.106, 0.091, 0.092, 0.092, 0.106, 0.15, 0.202, 0.337, 0.515, 0.652, 0.984, 1.519, 2.176, 2.901, 3.687, 4.392, 5.149, 5.879, 6.575, 7.423, 8.063, 8.572, 8.934, 9.301, 9.69, 10.253, 10.81, 11.343, 12.084, 12.585, 13.153, 13.672, 14.251, 14.661, 15.007, 15.194, 15.373, 15.512, 15.422, 15.504, 15.471, 15.46, 15.41, 15.471, 15.492, 15.544, 15.628]
[0.09, 0.155, 0.21333333333333335, 0.2225, 0.258, 0.27666666666666667, 0.3157142857142857, 0.33625, 0.34, 0.352, 0.396, 0.45, 0.517, 0.582, 0.621, 0.673, 0.749, 0.854, 0.996, 1.192, 1.432, 1.731, 2.136, 2.556, 3.097, 3.645, 4.108, 4.587, 5.035, 5.465, 5.938, 6.34, 6.57, 6.852, 6.907, 7.096, 7.279, 7.388, 7.641, 7.85, 7.897, 8.076, 8.39, 8.595, 9.07, 9.413, 9.974, 10.474, 11.057, 11.665, 12.42, 13.103, 13.651, 14.215, 14.685, 15.11, 15.361, 15.651, 15.694, 15.775, 15.748, 15.642, 15.63, 15.62, 15.61, 15.614, 15.636, 15.783, 15.834]
[0.16, 0.155, 0.15, 0.1625, 0.156, 0.16333333333333333, 0.18285714285714286, 0.20125, 0.23, 0.247, 0.267, 0.301, 0.347, 0.391, 0.455, 0.535, 0.589, 0.648, 0.725, 0.813, 0.979, 1.183, 1.514, 1.922, 2.331, 2.785, 3.317, 3.832, 4.361, 4.879, 5.358, 5.796, 6.103, 6.33, 6.61, 6.876, 7.103, 7.352, 7.605, 7.738, 7.97, 8.247, 8.544, 8.85, 9.164, 9.528, 9.817, 10.362, 10.827, 11.552, 12.167, 12.704, 13.216, 13.76, 14.218, 14.662, 15.076, 15.265, 15.47, 15.555, 15.628, 15.673, 15.708, 15.733, 15.778, 15.77, 15.868, 15.901, 15.964]
[0.13, 0.13, 0.19666666666666666, 0.195, 0.204, 0.225, 0.23142857142857143, 0.24, 0.25555555555555554, 0.277, 0.295, 0.335, 0.35, 0.395, 0.509, 0.602, 0.704, 0.858, 1.019, 1.308, 1.692, 2.095, 2.645, 3.123, 3.622, 4.158, 4.664, 5.166, 5.563, 5.906, 6.225, 6.516, 6.656, 6.838, 6.92, 7.001, 7.066, 7.234, 7.388, 7.512, 7.661, 7.915, 8.171, 8.386, 8.715, 9.016, 9.358, 9.71, 10.361, 10.999, 11.612, 12.082, 12.611, 13.292, 13.788, 14.367, 14.89, 15.203, 15.382, 15.493, 15.556, 15.565, 15.614, 15.572, 15.663, 15.591, 15.594, 15.563, 15.614]
[0.07, 0.1, 0.11, 0.11, 0.142, 0.15833333333333333, 0.19285714285714287, 0.22625, 0.25333333333333335, 0.257, 0.272, 0.299, 0.335, 0.369, 0.378, 0.411, 0.427, 0.443, 0.45, 0.492, 0.586, 0.676, 0.772, 0.87, 1.061, 1.502, 2.062, 2.561, 3.12, 3.671, 4.237, 4.879, 5.445, 6.08, 6.572, 6.796, 7.058, 7.378, 7.757, 8.014, 8.268, 8.509, 8.751, 9.025, 9.427, 9.939, 10.329, 10.745, 11.203, 11.815, 12.452, 12.944, 13.507, 13.959, 14.377, 14.703, 15, 15.236, 15.378, 15.472, 15.446, 15.53, 15.587, 15.614, 15.63, 15.648, 15.619, 15.686, 15.634]
[0.09, 0.115, 0.11, 0.1075, 0.126, 0.13333333333333333, 0.14142857142857143, 0.16, 0.17555555555555555, 0.206, 0.244, 0.281, 0.314, 0.352, 0.392, 0.431, 0.487, 0.556, 0.629, 0.665, 0.67, 0.711, 0.758, 0.801, 0.825, 0.844, 0.879, 0.95, 1.051, 1.168, 1.44, 1.707, 2.022, 2.405, 2.932, 3.499, 3.965, 4.443, 4.959, 5.57, 5.98, 6.465, 6.946, 7.374, 7.714, 8.114, 8.579, 9.098, 9.645, 10.162, 10.851, 11.461, 12.044, 12.68, 13.396, 13.835, 14.411, 14.792, 15.091, 15.36, 15.572, 15.683, 15.781, 15.821, 15.707, 15.76, 15.732, 15.742, 15.67]
[0.08, 0.085, 0.09333333333333334, 0.12, 0.13, 0.15, 0.18142857142857144, 0.1925, 0.22444444444444445, 0.265, 0.305, 0.363, 0.42, 0.482, 0.582, 0.633, 0.724, 0.881, 0.979, 1.064, 1.229, 1.4, 1.698, 2.056, 2.5, 2.993, 3.493, 3.916, 4.377, 4.88, 5.292, 5.711, 5.952, 6.139, 6.267, 6.454, 6.566, 6.653, 6.821, 6.991, 7.301, 7.533, 7.96, 8.318, 8.685, 8.984, 9.459, 9.963, 10.507, 11.164, 11.671, 12.239, 12.709, 13.315, 13.815, 14.382, 14.756, 15.131, 15.312, 15.441, 15.547, 15.646, 15.696, 15.694, 15.732, 15.751, 15.738, 15.792, 15.828]
[0.08, 0.09, 0.1, 0.095, 0.104, 0.115, 0.13285714285714287, 0.14625, 0.15, 0.165, 0.198, 0.254, 0.291, 0.311, 0.336, 0.369, 0.418, 0.456, 0.504, 0.557, 0.657, 0.78, 0.941, 1.251, 1.68, 2.185, 2.693, 3.254, 3.78, 4.265, 4.757, 5.263, 5.747, 6.132, 6.378, 6.527, 6.705, 6.792, 6.949, 7.18, 7.428, 7.525, 7.747, 7.885, 8.126, 8.537, 8.859, 9.308, 9.791, 10.33, 10.824, 11.453, 11.997, 12.657, 13.218, 13.691, 14.127, 14.558, 14.848, 15.153, 15.32, 15.524, 15.6, 15.644, 15.631, 15.711, 15.738, 15.691, 15.742]
