[0.18, 0.17, 0.17333333333333334, 0.185, 0.204, 0.245, 0.2671428571428571, 0.31, 0.32666666666666666, 0.353, 0.403, 0.44, 0.497, 0.576, 0.68, 0.788, 0.877, 1.042, 1.209, 1.432, 1.715, 2.137, 2.598, 3.086, 3.501, 3.943, 4.402, 4.754, 5.219, 5.635, 5.99, 6.218, 6.363, 6.474, 6.65, 6.833, 6.986, 7.209, 7.441, 7.657, 7.857, 8.089, 8.43, 8.801, 9.221, 9.525, 9.861, 10.379, 10.782, 11.308, 11.816, 12.374, 12.897, 13.234, 13.634, 14.15, 14.634, 14.884, 15.126, 15.217, 15.328, 15.38, 15.481, 15.667, 15.738, 15.754, 15.759, 15.825, 15.884]
[0.08, 0.13, 0.11333333333333333, 0.1125, 0.138, 0.185, 0.22142857142857142, 0.2525, 0.29, 0.317, 0.406, 0.497, 0.607, 0.718, 0.855, 1.006, 1.2, 1.444, 1.683, 1.978, 2.324, 2.795, 3.239, 3.754, 4.197, 4.567, 4.968, 5.271, 5.68, 6.009, 6.164, 6.215, 6.431, 6.486, 6.614, 6.848, 6.962, 7.157, 7.189, 7.339, 7.642, 7.96, 8.038, 8.345, 8.671, 8.926, 9.467, 9.913, 10.524, 11.034, 11.573, 12.121, 12.74, 13.172, 13.695, 14.189, 14.48, 14.779, 14.967, 15.218, 15.288, 15.409, 15.475, 15.541, 15.571, 15.572, 15.554, 15.654, 15.658]
[0.07, 0.11, 0.10666666666666667, 0.1025, 0.13, 0.13666666666666666, 0.15714285714285714, 0.20875, 0.26222222222222225, 0.308, 0.381, 0.467, 0.57, 0.664, 0.79, 0.902, 1.067, 1.317, 1.589, 1.93, 2.333, 2.718, 3.195, 3.652, 4.122, 4.658, 5.031, 5.325, 5.626, 5.807, 6.018, 6.19, 6.293, 6.388, 6.528, 6.588, 6.871, 7.022, 7.106, 7.307, 7.477, 7.67, 7.855, 8.098, 8.415, 8.686, 8.932, 9.356, 9.875, 10.408, 10.979, 11.603, 12.13, 12.684, 13.191, 13.706, 14.14, 14.545, 14.8, 14.986, 15.091, 15.085, 15.192, 15.311, 15.29, 15.304, 15.311, 15.312, 15.354]
[0.14, 0.135, 0.11, 0.105, 0.11, 0.13166666666666665, 0.17, 0.20375, 0.23555555555555555, 0.271, 0.3, 0.364, 0.448, 0.532, 0.677, 0.821, 1.048, 1.292, 1.615, 2.034, 2.434, 2.858, 3.387, 3.881, 4.271, 4.783, 5.15, 5.486, 5.718, 5.952, 6.11, 6.295, 6.477, 6.623, 6.827, 6.975, 7.134, 7.375, 7.614, 7.741, 7.924, 8.175, 8.27, 8.539, 8.748, 9.106, 9.553, 9.853, 10.287, 10.866, 11.576, 12.129, 12.733, 13.213, 13.738, 14.118, 14.416, 14.789, 14.998, 15.078, 15.195, 15.22, 15.266, 15.268, 15.366, 15.348, 15.44, 15.436, 15.55]
[0.05, 0.05, 0.056666666666666664, 0.085, 0.096, 0.12, 0.16857142857142857, 0.175, 0.18666666666666668, 0.222, 0.282, 0.349, 0.393, 0.428, 0.462, 0.522, 0.557, 0.636, 0.759, 0.907, 1.115, 1.414, 1.812, 2.288, 2.817, 3.327, 3.896, 4.433, 5.072, 5.492, 5.914, 6.282, 6.495, 6.681, 6.77, 6.952, 6.994, 7.172, 7.168, 7.401, 7.651, 7.814, 8.218, 8.541, 9.051, 9.392, 9.84, 10.337, 10.844, 11.459, 12.005, 12.575, 13.039, 13.555, 13.962, 14.33, 14.766, 15.056, 15.305, 15.326, 15.374, 15.431, 15.48, 15.503, 15.488, 15.511, 15.557, 15.52, 15.58]
[0.09, 0.105, 0.09, 0.1175, 0.144, 0.18333333333333332, 0.22714285714285715, 0.285, 0.3411111111111111, 0.39, 0.479, 0.562, 0.712, 0.874, 1.008, 1.226, 1.537, 1.818, 2.176, 2.574, 2.972, 3.445, 3.878, 4.248, 4.702, 5.015, 5.262, 5.657, 5.885, 6.086, 6.379, 6.521, 6.626, 6.788, 6.922, 7.13, 7.301, 7.316, 7.479, 7.642, 7.679, 7.916, 8.217, 8.461, 8.706, 9.037, 9.459, 10.041, 10.582, 11.309, 11.951, 12.458, 12.971, 13.541, 14.004, 14.397, 14.779, 15.002, 15.234, 15.195, 15.234, 15.253, 15.273, 15.251, 15.367, 15.439, 15.404, 15.453, 15.406]
[0.08, 0.1, 0.15333333333333332, 0.195, 0.232, 0.26666666666666666, 0.29714285714285715, 0.365, 0.3988888888888889, 0.45, 0.531, 0.59, 0.653, 0.718, 0.83, 1.005, 1.155, 1.292, 1.493, 1.738, 2.079, 2.462, 2.859, 3.33, 3.819, 4.277, 4.628, 4.997, 5.335, 5.757, 6.009, 6.275, 6.489, 6.604, 6.685, 6.721, 6.957, 7.179, 7.483, 7.515, 7.752, 8.002, 8.304, 8.634, 8.961, 9.332, 9.652, 10.076, 10.592, 11.218, 11.737, 12.277, 12.837, 13.353, 13.803, 14.265, 14.635, 14.917, 15.034, 15.135, 15.139, 15.137, 15.163, 15.102, 15.189, 15.21, 15.257, 15.316, 15.35]
[0.11, 0.13, 0.14333333333333334, 0.1625, 0.19, 0.22, 0.29, 0.365, 0.40444444444444444, 0.42, 0.485, 0.554, 0.631, 0.731, 0.88, 0.998, 1.112, 1.204, 1.419, 1.743, 2.139, 2.555, 2.962, 3.381, 3.83, 4.358, 4.858, 5.398, 5.741, 6.058, 6.23, 6.492, 6.749, 6.975, 7.179, 7.36, 7.471, 7.609, 7.924, 8.148, 8.44, 8.605, 8.91, 9.174, 9.497, 9.858, 10.306, 10.804, 11.198, 11.785, 12.36, 12.998, 13.442, 13.941, 14.309, 14.574, 14.791, 14.866, 14.992, 14.912, 14.929, 14.855, 14.932, 14.986, 15.018, 15.018, 15.088, 15.192, 15.237]
[0.13, 0.13, 0.12666666666666668, 0.135, 0.16, 0.20166666666666666, 0.21285714285714286, 0.22125, 0.25555555555555554, 0.285, 0.367, 0.438, 0.514, 0.613, 0.706, 0.836, 0.984, 1.257, 1.593, 2.035, 2.439, 2.861, 3.255, 3.685, 4.212, 4.74, 5.19, 5.526, 5.813, 6.045, 6.278, 6.485, 6.751, 6.84, 6.959, 7.001, 7.177, 7.407, 7.459, 7.606, 7.82, 8.032, 8.218, 8.55, 8.761, 9.064, 9.421, 9.803, 10.439, 10.93, 11.428, 11.946, 12.471, 13.01, 13.539, 14.045, 14.364, 14.7, 14.86, 15.104, 15.209, 15.413, 15.502, 15.542, 15.548, 15.584, 15.695, 15.697, 15.749]
[0.18, 0.21, 0.2733333333333333, 0.3675, 0.422, 0.45666666666666667, 0.5128571428571429, 0.5625, 0.67, 0.716, 0.855, 1.03, 1.167, 1.315, 1.487, 1.693, 1.948, 2.246, 2.533, 2.934, 3.331, 3.705, 4.188, 4.524, 4.863, 5.178, 5.437, 5.695, 5.908, 6.053, 6.167, 6.37, 6.407, 6.558, 6.704, 6.93, 7.135, 7.23, 7.345, 7.48, 7.665, 7.747, 8, 8.33, 8.669, 8.957, 9.267, 9.61, 10.058, 10.7, 11.352, 11.925, 12.381, 12.767, 13.216, 13.728, 14.128, 14.577, 14.867, 14.964, 14.961, 15.046, 15.188, 15.296, 15.309, 15.266, 15.388, 15.389, 15.433]
